 -0.15000E+01  0.13696E-21 -0.83369E-11 -0.80067E+01  0.17961E-20  0.80192E-08 -0.80192E-08
 -0.14922E+01  0.13696E-21 -0.89408E-11 -0.80067E+01  0.17961E-20  0.16655E-07 -0.16655E-07
 -0.14844E+01  0.13696E-21 -0.80983E-11 -0.80067E+01  0.17961E-20  0.21880E-07 -0.21880E-07
 -0.14766E+01  0.13696E-21 -0.46749E-11 -0.80067E+01  0.17961E-20  0.21502E-07 -0.21502E-07
 -0.14688E+01  0.13696E-21 -0.25322E-12 -0.80067E+01  0.17961E-20  0.14132E-07 -0.14132E-07
 -0.14609E+01  0.13696E-21  0.28975E-11 -0.80067E+01  0.17961E-20  0.16758E-08 -0.16758E-08
 -0.14531E+01  0.13696E-21  0.31458E-11 -0.80067E+01  0.17961E-20 -0.11009E-07  0.11009E-07
 -0.14453E+01  0.13696E-21 -0.25809E-12 -0.80067E+01  0.17961E-20 -0.19765E-07  0.19765E-07
 -0.14375E+01  0.13696E-21 -0.60092E-11 -0.80067E+01  0.17961E-20 -0.20005E-07  0.20005E-07
 -0.14297E+01  0.13696E-21 -0.11911E-10 -0.80067E+01  0.17961E-20 -0.12723E-07  0.12723E-07
 -0.14219E+01  0.13696E-21 -0.15948E-10 -0.80067E+01  0.17961E-20 -0.12090E-08  0.12090E-08
 -0.14141E+01  0.13696E-21 -0.17107E-10 -0.80067E+01  0.17961E-20  0.92410E-08 -0.92410E-08
 -0.14062E+01  0.13696E-21 -0.16489E-10 -0.80067E+01  0.17961E-20  0.13671E-07 -0.13671E-07
 -0.13984E+01  0.13696E-21 -0.15939E-10 -0.80067E+01  0.17961E-20  0.11136E-07 -0.11136E-07
 -0.13906E+01  0.13696E-21 -0.17463E-10 -0.80067E+01  0.17961E-20  0.33646E-08 -0.33646E-08
 -0.13828E+01  0.13696E-21 -0.22410E-10 -0.80067E+01  0.17961E-20 -0.57925E-08  0.57925E-08
 -0.13750E+01  0.13696E-21 -0.30489E-10 -0.80067E+01  0.17961E-20 -0.11208E-07  0.11208E-07
 -0.13672E+01  0.13696E-21 -0.40180E-10 -0.80067E+01  0.17961E-20 -0.10795E-07  0.10795E-07
